"Dataset","Reg","FF","Scr","GSR","Parcellation","xfm","nsub","nses","nscans","nroi","discr"
"ANT537","IPCAS6","A","N","S","N","D","N",2,15,30,71,0.957301587301587
"ANT1347","IPCAS6","A","N","S","N","D","P",2,15,30,71,0.99015873015873
"ANT2342","IPCAS6","A","N","S","N","D","L",2,15,30,71,0.868571428571429
"ANT538","IPCAS6","A","N","S","N","H","N",2,15,30,112,0.971746031746032
"ANT1348","IPCAS6","A","N","S","N","H","P",2,15,30,112,0.99984126984127
"ANT2343","IPCAS6","A","N","S","N","H","L",2,15,30,112,0.824761904761905
"ANT539","IPCAS6","A","N","N","G","A","N",2,15,30,117,0.978412698412698
"ANT1349","IPCAS6","A","N","N","G","A","P",2,15,30,117,0.996031746031746
"ANT2344","IPCAS6","A","N","N","G","A","L",2,15,30,117,0.983174603174603
"ANT540","IPCAS6","A","N","N","G","C","N",2,15,30,201,0.994920634920635
"ANT1350","IPCAS6","A","N","N","G","C","P",2,15,30,201,0.99968253968254
"ANT2345","IPCAS6","A","N","N","G","C","L",2,15,30,201,0.99984126984127
"ANT541","IPCAS6","A","N","N","G","D","N",2,15,30,71,0.972539682539683
"ANT1351","IPCAS6","A","N","N","G","D","P",2,15,30,71,0.99031746031746
"ANT2346","IPCAS6","A","N","N","G","D","L",2,15,30,71,0.961746031746032
"ANT542","IPCAS6","A","N","N","G","H","N",2,15,30,112,0.987301587301587
"ANT1352","IPCAS6","A","N","N","G","H","P",2,15,30,112,0.99968253968254
"ANT2347","IPCAS6","A","N","N","G","H","L",2,15,30,112,0.844126984126984
"ANT543","IPCAS6","A","N","N","N","A","N",2,15,30,117,0.96015873015873
"ANT1353","IPCAS6","A","N","N","N","A","P",2,15,30,117,0.999523809523809
"ANT2348","IPCAS6","A","N","N","N","A","L",2,15,30,117,0.917777777777778
"ANT544","IPCAS6","A","N","N","N","C","N",2,15,30,201,0.967142857142857
"ANT1354","IPCAS6","A","N","N","N","C","P",2,15,30,201,1
"ANT2349","IPCAS6","A","N","N","N","C","L",2,15,30,201,0.972380952380952
"ANT545","IPCAS6","A","N","N","N","D","N",2,15,30,71,0.954285714285714
"ANT1355","IPCAS6","A","N","N","N","D","P",2,15,30,71,0.989047619047619
"ANT2350","IPCAS6","A","N","N","N","D","L",2,15,30,71,0.867460317460317
"ANT546","IPCAS6","A","N","N","N","H","N",2,15,30,112,0.973174603174603
"ANT1356","IPCAS6","A","N","N","N","H","P",2,15,30,112,1
"ANT2351","IPCAS6","A","N","N","N","H","L",2,15,30,112,0.825714285714286
"FSL515","IPCAS6","F","F","S","G","A","N",2,15,30,117,0.973174603174603
"FSL1325","IPCAS6","F","F","S","G","A","P",2,15,30,117,0.988412698412698
"FSL2320","IPCAS6","F","F","S","G","A","L",2,15,30,117,0.964920634920635
"FSL516","IPCAS6","F","F","S","G","C","N",2,15,30,201,0.997301587301587
"FSL1326","IPCAS6","F","F","S","G","C","P",2,15,30,201,0.998730158730159
"FSL2321","IPCAS6","F","F","S","G","C","L",2,15,30,201,0.998253968253968
"FSL517","IPCAS6","F","F","S","G","D","N",2,15,30,71,0.97015873015873
"FSL1327","IPCAS6","F","F","S","G","D","P",2,15,30,71,0.986031746031746
"FSL2322","IPCAS6","F","F","S","G","D","L",2,15,30,71,0.932222222222222
"FSL518","IPCAS6","F","F","S","G","H","N",2,15,30,112,0.980476190476191
"FSL1328","IPCAS6","F","F","S","G","H","P",2,15,30,112,0.998730158730159
"FSL2323","IPCAS6","F","F","S","G","H","L",2,15,30,112,0.857460317460317
"FSL519","IPCAS6","F","F","S","N","A","N",2,15,30,117,0.987619047619048
"FSL1329","IPCAS6","F","F","S","N","A","P",2,15,30,117,0.998095238095238
"FSL2324","IPCAS6","F","F","S","N","A","L",2,15,30,117,0.909365079365079
"FSL520","IPCAS6","F","F","S","N","C","N",2,15,30,201,0.998412698412698
"FSL1330","IPCAS6","F","F","S","N","C","P",2,15,30,201,1
"FSL2325","IPCAS6","F","F","S","N","C","L",2,15,30,201,0.96031746031746
"FSL521","IPCAS6","F","F","S","N","D","N",2,15,30,71,0.948730158730159
"FSL1331","IPCAS6","F","F","S","N","D","P",2,15,30,71,0.973015873015873
"FSL2326","IPCAS6","F","F","S","N","D","L",2,15,30,71,0.814285714285714
"FSL522","IPCAS6","F","F","S","N","H","N",2,15,30,112,0.990952380952381
"FSL1332","IPCAS6","F","F","S","N","H","P",2,15,30,112,0.999047619047619
"FSL2327","IPCAS6","F","F","S","N","H","L",2,15,30,112,0.851904761904762
"FSL523","IPCAS6","F","F","N","G","A","N",2,15,30,117,0.972380952380952
"FSL1333","IPCAS6","F","F","N","G","A","P",2,15,30,117,0.992063492063492
"FSL2328","IPCAS6","F","F","N","G","A","L",2,15,30,117,0.967460317460317
"FSL524","IPCAS6","F","F","N","G","C","N",2,15,30,201,0.997301587301587
"FSL1334","IPCAS6","F","F","N","G","C","P",2,15,30,201,0.999047619047619
"FSL2329","IPCAS6","F","F","N","G","C","L",2,15,30,201,0.997936507936508
"FSL525","IPCAS6","F","F","N","G","D","N",2,15,30,71,0.970793650793651
"FSL1335","IPCAS6","F","F","N","G","D","P",2,15,30,71,0.988571428571429
"FSL2330","IPCAS6","F","F","N","G","D","L",2,15,30,71,0.954444444444444
"FSL526","IPCAS6","F","F","N","G","H","N",2,15,30,112,0.978888888888889
"FSL1336","IPCAS6","F","F","N","G","H","P",2,15,30,112,0.999047619047619
"FSL2331","IPCAS6","F","F","N","G","H","L",2,15,30,112,0.857936507936508
"FSL527","IPCAS6","F","F","N","N","A","N",2,15,30,117,0.989523809523809
"FSL1337","IPCAS6","F","F","N","N","A","P",2,15,30,117,0.998253968253968
"FSL2332","IPCAS6","F","F","N","N","A","L",2,15,30,117,0.897301587301587
"FSL528","IPCAS6","F","F","N","N","C","N",2,15,30,201,0.99984126984127
"FSL1338","IPCAS6","F","F","N","N","C","P",2,15,30,201,1
"FSL2333","IPCAS6","F","F","N","N","C","L",2,15,30,201,0.958571428571429
"FSL529","IPCAS6","F","F","N","N","D","N",2,15,30,71,0.94952380952381
"FSL1339","IPCAS6","F","F","N","N","D","P",2,15,30,71,0.974603174603175
"FSL2334","IPCAS6","F","F","N","N","D","L",2,15,30,71,0.805714285714286
"FSL530","IPCAS6","F","F","N","N","H","N",2,15,30,112,0.992857142857143
"FSL1340","IPCAS6","F","F","N","N","H","P",2,15,30,112,0.998412698412698
"FSL2335","IPCAS6","F","F","N","N","H","L",2,15,30,112,0.851111111111111
"FSL531","IPCAS6","F","N","S","G","A","N",2,15,30,117,0.97968253968254
"FSL1341","IPCAS6","F","N","S","G","A","P",2,15,30,117,0.991587301587302
"FSL2336","IPCAS6","F","N","S","G","A","L",2,15,30,117,0.983492063492064
"FSL532","IPCAS6","F","N","S","G","C","N",2,15,30,201,0.995555555555556
"FSL1342","IPCAS6","F","N","S","G","C","P",2,15,30,201,0.999523809523809
"FSL2337","IPCAS6","F","N","S","G","C","L",2,15,30,201,0.997301587301587
"FSL533","IPCAS6","F","N","S","G","D","N",2,15,30,71,0.971746031746032
"FSL1343","IPCAS6","F","N","S","G","D","P",2,15,30,71,0.994126984126984
"FSL2338","IPCAS6","F","N","S","G","D","L",2,15,30,71,0.959365079365079
"FSL534","IPCAS6","F","N","S","G","H","N",2,15,30,112,0.986031746031746
"FSL1344","IPCAS6","F","N","S","G","H","P",2,15,30,112,0.998730158730159
"FSL2339","IPCAS6","F","N","S","G","H","L",2,15,30,112,0.858253968253968
"FSL535","IPCAS6","F","N","S","N","A","N",2,15,30,117,0.964444444444444
"FSL1345","IPCAS6","F","N","S","N","A","P",2,15,30,117,0.999206349206349
"FSL2340","IPCAS6","F","N","S","N","A","L",2,15,30,117,0.928095238095238
"FSL536","IPCAS6","F","N","S","N","C","N",2,15,30,201,0.976666666666667
"FSL1346","IPCAS6","F","N","S","N","C","P",2,15,30,201,1
"FSL2341","IPCAS6","F","N","S","N","C","L",2,15,30,201,0.971587301587302
"FSL537","IPCAS6","F","N","S","N","D","N",2,15,30,71,0.952857142857143
"FSL1347","IPCAS6","F","N","S","N","D","P",2,15,30,71,0.985396825396825
"FSL2342","IPCAS6","F","N","S","N","D","L",2,15,30,71,0.845396825396825
"FSL538","IPCAS6","F","N","S","N","H","N",2,15,30,112,0.981428571428571
"FSL1348","IPCAS6","F","N","S","N","H","P",2,15,30,112,0.99984126984127
"FSL2343","IPCAS6","F","N","S","N","H","L",2,15,30,112,0.847460317460317
"FSL539","IPCAS6","F","N","N","G","A","N",2,15,30,117,0.98015873015873
"FSL1349","IPCAS6","F","N","N","G","A","P",2,15,30,117,0.994761904761905
"FSL2344","IPCAS6","F","N","N","G","A","L",2,15,30,117,0.988888888888889
"FSL540","IPCAS6","F","N","N","G","C","N",2,15,30,201,0.996349206349206
"FSL1350","IPCAS6","F","N","N","G","C","P",2,15,30,201,0.99984126984127
"FSL2345","IPCAS6","F","N","N","G","C","L",2,15,30,201,0.998412698412698
"FSL541","IPCAS6","F","N","N","G","D","N",2,15,30,71,0.972698412698413
"FSL1351","IPCAS6","F","N","N","G","D","P",2,15,30,71,0.995555555555556
"FSL2346","IPCAS6","F","N","N","G","D","L",2,15,30,71,0.954761904761905
"FSL542","IPCAS6","F","N","N","G","H","N",2,15,30,112,0.985238095238095
"FSL1352","IPCAS6","F","N","N","G","H","P",2,15,30,112,0.999365079365079
"FSL2347","IPCAS6","F","N","N","G","H","L",2,15,30,112,0.856507936507937
"FSL543","IPCAS6","F","N","N","N","A","N",2,15,30,117,0.966031746031746
"FSL1353","IPCAS6","F","N","N","N","A","P",2,15,30,117,0.999365079365079
"FSL2348","IPCAS6","F","N","N","N","A","L",2,15,30,117,0.922539682539683
"FSL544","IPCAS6","F","N","N","N","C","N",2,15,30,201,0.978095238095238
"FSL1354","IPCAS6","F","N","N","N","C","P",2,15,30,201,1
"FSL2349","IPCAS6","F","N","N","N","C","L",2,15,30,201,0.969365079365079
"FSL545","IPCAS6","F","N","N","N","D","N",2,15,30,71,0.950634920634921
"FSL1355","IPCAS6","F","N","N","N","D","P",2,15,30,71,0.985079365079365
"FSL2350","IPCAS6","F","N","N","N","D","L",2,15,30,71,0.845873015873016
"FSL546","IPCAS6","F","N","N","N","H","N",2,15,30,112,0.982857142857143
"FSL1356","IPCAS6","F","N","N","N","H","P",2,15,30,112,0.99984126984127
"FSL2351","IPCAS6","F","N","N","N","H","L",2,15,30,112,0.846825396825397
"ANT547","IPCAS8","A","F","S","G","A","N",13,2,26,117,0.858974358974359
"ANT1357","IPCAS8","A","F","S","G","A","P",13,2,26,117,0.916666666666667
"ANT2352","IPCAS8","A","F","S","G","A","L",13,2,26,117,0.870192307692308
"ANT548","IPCAS8","A","F","S","G","C","N",13,2,26,201,0.854166666666667
"ANT1358","IPCAS8","A","F","S","G","C","P",13,2,26,201,0.899038461538462
"ANT2353","IPCAS8","A","F","S","G","C","L",13,2,26,201,0.903846153846154
"ANT549","IPCAS8","A","F","S","G","D","N",13,2,26,71,0.810897435897436
"ANT1359","IPCAS8","A","F","S","G","D","P",13,2,26,71,0.849358974358974
"ANT2354","IPCAS8","A","F","S","G","D","L",13,2,26,71,0.830128205128205
"ANT550","IPCAS8","A","F","S","G","H","N",13,2,26,112,0.860576923076923
"ANT1360","IPCAS8","A","F","S","G","H","P",13,2,26,112,0.921474358974359
"ANT2355","IPCAS8","A","F","S","G","H","L",13,2,26,112,0.802884615384615
"ANT551","IPCAS8","A","F","S","N","A","N",13,2,26,117,0.915064102564103
"ANT1361","IPCAS8","A","F","S","N","A","P",13,2,26,117,0.923076923076923
"ANT2356","IPCAS8","A","F","S","N","A","L",13,2,26,117,0.841346153846154
"ANT552","IPCAS8","A","F","S","N","C","N",13,2,26,201,0.90224358974359
"ANT1362","IPCAS8","A","F","S","N","C","P",13,2,26,201,0.939102564102564
"ANT2357","IPCAS8","A","F","S","N","C","L",13,2,26,201,0.831730769230769
"ANT553","IPCAS8","A","F","S","N","D","N",13,2,26,71,0.842948717948718
"ANT1363","IPCAS8","A","F","S","N","D","P",13,2,26,71,0.953525641025641
"ANT2358","IPCAS8","A","F","S","N","D","L",13,2,26,71,0.782051282051282
"ANT554","IPCAS8","A","F","S","N","H","N",13,2,26,112,0.823717948717949
"ANT1364","IPCAS8","A","F","S","N","H","P",13,2,26,112,0.934294871794872
"ANT2359","IPCAS8","A","F","S","N","H","L",13,2,26,112,0.748397435897436
"ANT555","IPCAS8","A","F","N","G","A","N",13,2,26,117,0.846153846153846
"ANT1365","IPCAS8","A","F","N","G","A","P",13,2,26,117,0.911858974358974
"ANT2360","IPCAS8","A","F","N","G","A","L",13,2,26,117,0.895833333333333
"ANT556","IPCAS8","A","F","N","G","C","N",13,2,26,201,0.850961538461538
"ANT1366","IPCAS8","A","F","N","G","C","P",13,2,26,201,0.884615384615385
"ANT2361","IPCAS8","A","F","N","G","C","L",13,2,26,201,0.915064102564103
"ANT557","IPCAS8","A","F","N","G","D","N",13,2,26,71,0.814102564102564
"ANT1367","IPCAS8","A","F","N","G","D","P",13,2,26,71,0.846153846153846
"ANT2362","IPCAS8","A","F","N","G","D","L",13,2,26,71,0.850961538461538
"ANT558","IPCAS8","A","F","N","G","H","N",13,2,26,112,0.850961538461538
"ANT1368","IPCAS8","A","F","N","G","H","P",13,2,26,112,0.919871794871795
"ANT2363","IPCAS8","A","F","N","G","H","L",13,2,26,112,0.802884615384615
"ANT559","IPCAS8","A","F","N","N","A","N",13,2,26,117,0.915064102564103
"ANT1369","IPCAS8","A","F","N","N","A","P",13,2,26,117,0.924679487179487
"ANT2364","IPCAS8","A","F","N","N","A","L",13,2,26,117,0.836538461538462
"ANT560","IPCAS8","A","F","N","N","C","N",13,2,26,201,0.90224358974359
"ANT1370","IPCAS8","A","F","N","N","C","P",13,2,26,201,0.942307692307692
"ANT2365","IPCAS8","A","F","N","N","C","L",13,2,26,201,0.826923076923077
"ANT561","IPCAS8","A","F","N","N","D","N",13,2,26,71,0.823717948717949
"ANT1371","IPCAS8","A","F","N","N","D","P",13,2,26,71,0.953525641025641
"ANT2366","IPCAS8","A","F","N","N","D","L",13,2,26,71,0.770833333333333
"ANT562","IPCAS8","A","F","N","N","H","N",13,2,26,112,0.823717948717949
"ANT1372","IPCAS8","A","F","N","N","H","P",13,2,26,112,0.940705128205128
"ANT2367","IPCAS8","A","F","N","N","H","L",13,2,26,112,0.75
"ANT563","IPCAS8","A","N","S","G","A","N",13,2,26,117,0.90224358974359
"ANT1373","IPCAS8","A","N","S","G","A","P",13,2,26,117,0.971153846153846
"ANT2368","IPCAS8","A","N","S","G","A","L",13,2,26,117,0.94551282051282
"ANT564","IPCAS8","A","N","S","G","C","N",13,2,26,201,0.895833333333333
"ANT1374","IPCAS8","A","N","S","G","C","P",13,2,26,201,0.932692307692308
"ANT2369","IPCAS8","A","N","S","G","C","L",13,2,26,201,0.943910256410256
"ANT565","IPCAS8","A","N","S","G","D","N",13,2,26,71,0.891025641025641
"ANT1375","IPCAS8","A","N","S","G","D","P",13,2,26,71,0.921474358974359
"ANT2370","IPCAS8","A","N","S","G","D","L",13,2,26,71,0.916666666666667
"ANT566","IPCAS8","A","N","S","G","H","N",13,2,26,112,0.900641025641026
"ANT1376","IPCAS8","A","N","S","G","H","P",13,2,26,112,0.961538461538462
"ANT2371","IPCAS8","A","N","S","G","H","L",13,2,26,112,0.822115384615385
"ANT567","IPCAS8","A","N","S","N","A","N",13,2,26,117,0.868589743589744
"ANT1377","IPCAS8","A","N","S","N","A","P",13,2,26,117,0.961538461538462
"ANT2372","IPCAS8","A","N","S","N","A","L",13,2,26,117,0.858974358974359
"ANT568","IPCAS8","A","N","S","N","C","N",13,2,26,201,0.891025641025641
"ANT1378","IPCAS8","A","N","S","N","C","P",13,2,26,201,0.967948717948718
"ANT2373","IPCAS8","A","N","S","N","C","L",13,2,26,201,0.858974358974359
"ANT569","IPCAS8","A","N","S","N","D","N",13,2,26,71,0.82051282051282
"ANT1379","IPCAS8","A","N","S","N","D","P",13,2,26,71,0.977564102564103
"ANT2374","IPCAS8","A","N","S","N","D","L",13,2,26,71,0.783653846153846
"ANT570","IPCAS8","A","N","S","N","H","N",13,2,26,112,0.798076923076923
"ANT1380","IPCAS8","A","N","S","N","H","P",13,2,26,112,0.977564102564103
"ANT2375","IPCAS8","A","N","S","N","H","L",13,2,26,112,0.732371794871795
"ANT571","IPCAS8","A","N","N","G","A","N",13,2,26,117,0.889423076923077
"ANT1381","IPCAS8","A","N","N","G","A","P",13,2,26,117,0.969551282051282
"ANT2376","IPCAS8","A","N","N","G","A","L",13,2,26,117,0.939102564102564
"ANT572","IPCAS8","A","N","N","G","C","N",13,2,26,201,0.891025641025641
"ANT1382","IPCAS8","A","N","N","G","C","P",13,2,26,201,0.931089743589744
"ANT2377","IPCAS8","A","N","N","G","C","L",13,2,26,201,0.940705128205128
"ANT573","IPCAS8","A","N","N","G","D","N",13,2,26,71,0.870192307692308
"ANT1383","IPCAS8","A","N","N","G","D","P",13,2,26,71,0.903846153846154
"ANT2378","IPCAS8","A","N","N","G","D","L",13,2,26,71,0.913461538461538
"ANT574","IPCAS8","A","N","N","G","H","N",13,2,26,112,0.886217948717949
"ANT1384","IPCAS8","A","N","N","G","H","P",13,2,26,112,0.956730769230769
"ANT2379","IPCAS8","A","N","N","G","H","L",13,2,26,112,0.818910256410256
"ANT575","IPCAS8","A","N","N","N","A","N",13,2,26,117,0.860576923076923
"ANT1385","IPCAS8","A","N","N","N","A","P",13,2,26,117,0.966346153846154
"ANT2380","IPCAS8","A","N","N","N","A","L",13,2,26,117,0.86698717948718
"ANT576","IPCAS8","A","N","N","N","C","N",13,2,26,201,0.871794871794872
"ANT1386","IPCAS8","A","N","N","N","C","P",13,2,26,201,0.966346153846154
"ANT2381","IPCAS8","A","N","N","N","C","L",13,2,26,201,0.846153846153846
"ANT577","IPCAS8","A","N","N","N","D","N",13,2,26,71,0.8125
"ANT1387","IPCAS8","A","N","N","N","D","P",13,2,26,71,0.979166666666667
"ANT2382","IPCAS8","A","N","N","N","D","L",13,2,26,71,0.75801282051282
"ANT578","IPCAS8","A","N","N","N","H","N",13,2,26,112,0.794871794871795
"ANT1388","IPCAS8","A","N","N","N","H","P",13,2,26,112,0.980769230769231
"ANT2383","IPCAS8","A","N","N","N","H","L",13,2,26,112,0.713141025641026
"FSL547","IPCAS8","F","F","S","G","A","N",13,2,26,117,0.858974358974359
"FSL1357","IPCAS8","F","F","S","G","A","P",13,2,26,117,0.943910256410256
"FSL2352","IPCAS8","F","F","S","G","A","L",13,2,26,117,0.935897435897436
"FSL548","IPCAS8","F","F","S","G","C","N",13,2,26,201,0.858974358974359
"FSL1358","IPCAS8","F","F","S","G","C","P",13,2,26,201,0.905448717948718
"FSL2353","IPCAS8","F","F","S","G","C","L",13,2,26,201,0.915064102564103
"FSL549","IPCAS8","F","F","S","G","D","N",13,2,26,71,0.817307692307692
"FSL1359","IPCAS8","F","F","S","G","D","P",13,2,26,71,0.854166666666667
"FSL2354","IPCAS8","F","F","S","G","D","L",13,2,26,71,0.863782051282051
"FSL550","IPCAS8","F","F","S","G","H","N",13,2,26,112,0.83974358974359
"FSL1360","IPCAS8","F","F","S","G","H","P",13,2,26,112,0.907051282051282
"FSL2355","IPCAS8","F","F","S","G","H","L",13,2,26,112,0.817307692307692
"FSL551","IPCAS8","F","F","S","N","A","N",13,2,26,117,0.903846153846154
"FSL1361","IPCAS8","F","F","S","N","A","P",13,2,26,117,0.916666666666667
"FSL2356","IPCAS8","F","F","S","N","A","L",13,2,26,117,0.815705128205128
"FSL552","IPCAS8","F","F","S","N","C","N",13,2,26,201,0.894230769230769
"FSL1362","IPCAS8","F","F","S","N","C","P",13,2,26,201,0.950320512820513
"FSL2357","IPCAS8","F","F","S","N","C","L",13,2,26,201,0.831730769230769
"FSL553","IPCAS8","F","F","S","N","D","N",13,2,26,71,0.810897435897436
"FSL1363","IPCAS8","F","F","S","N","D","P",13,2,26,71,0.935897435897436
"FSL2358","IPCAS8","F","F","S","N","D","L",13,2,26,71,0.769230769230769
"FSL554","IPCAS8","F","F","S","N","H","N",13,2,26,112,0.836538461538462
"FSL1364","IPCAS8","F","F","S","N","H","P",13,2,26,112,0.947115384615385
"FSL2359","IPCAS8","F","F","S","N","H","L",13,2,26,112,0.756410256410256
"FSL555","IPCAS8","F","F","N","G","A","N",13,2,26,117,0.854166666666667
"FSL1365","IPCAS8","F","F","N","G","A","P",13,2,26,117,0.935897435897436
"FSL2360","IPCAS8","F","F","N","G","A","L",13,2,26,117,0.919871794871795
"FSL556","IPCAS8","F","F","N","G","C","N",13,2,26,201,0.860576923076923
"FSL1366","IPCAS8","F","F","N","G","C","P",13,2,26,201,0.895833333333333
"FSL2361","IPCAS8","F","F","N","G","C","L",13,2,26,201,0.907051282051282
"FSL557","IPCAS8","F","F","N","G","D","N",13,2,26,71,0.82051282051282
"FSL1367","IPCAS8","F","F","N","G","D","P",13,2,26,71,0.852564102564103
"FSL2362","IPCAS8","F","F","N","G","D","L",13,2,26,71,0.86698717948718
"FSL558","IPCAS8","F","F","N","G","H","N",13,2,26,112,0.842948717948718
"FSL1368","IPCAS8","F","F","N","G","H","P",13,2,26,112,0.899038461538462
"FSL2363","IPCAS8","F","F","N","G","H","L",13,2,26,112,0.814102564102564
"FSL559","IPCAS8","F","F","N","N","A","N",13,2,26,117,0.907051282051282
"FSL1369","IPCAS8","F","F","N","N","A","P",13,2,26,117,0.919871794871795
"FSL2364","IPCAS8","F","F","N","N","A","L",13,2,26,117,0.818910256410256
"FSL560","IPCAS8","F","F","N","N","C","N",13,2,26,201,0.905448717948718
"FSL1370","IPCAS8","F","F","N","N","C","P",13,2,26,201,0.950320512820513
"FSL2365","IPCAS8","F","F","N","N","C","L",13,2,26,201,0.817307692307692
"FSL561","IPCAS8","F","F","N","N","D","N",13,2,26,71,0.818910256410256
"FSL1371","IPCAS8","F","F","N","N","D","P",13,2,26,71,0.934294871794872
"FSL2366","IPCAS8","F","F","N","N","D","L",13,2,26,71,0.764423076923077
"FSL562","IPCAS8","F","F","N","N","H","N",13,2,26,112,0.836538461538462
"FSL1372","IPCAS8","F","F","N","N","H","P",13,2,26,112,0.943910256410256
"FSL2367","IPCAS8","F","F","N","N","H","L",13,2,26,112,0.753205128205128
"FSL563","IPCAS8","F","N","S","G","A","N",13,2,26,117,0.900641025641026
"FSL1373","IPCAS8","F","N","S","G","A","P",13,2,26,117,0.971153846153846
"FSL2368","IPCAS8","F","N","S","G","A","L",13,2,26,117,0.9375
"FSL564","IPCAS8","F","N","S","G","C","N",13,2,26,201,0.897435897435897
"FSL1374","IPCAS8","F","N","S","G","C","P",13,2,26,201,0.9375
"FSL2369","IPCAS8","F","N","S","G","C","L",13,2,26,201,0.943910256410256
"FSL565","IPCAS8","F","N","S","G","D","N",13,2,26,71,0.86698717948718
"FSL1375","IPCAS8","F","N","S","G","D","P",13,2,26,71,0.913461538461538
"FSL2370","IPCAS8","F","N","S","G","D","L",13,2,26,71,0.918269230769231
"FSL566","IPCAS8","F","N","S","G","H","N",13,2,26,112,0.903846153846154
"FSL1376","IPCAS8","F","N","S","G","H","P",13,2,26,112,0.950320512820513
"FSL2371","IPCAS8","F","N","S","G","H","L",13,2,26,112,0.83974358974359
"FSL567","IPCAS8","F","N","S","N","A","N",13,2,26,117,0.860576923076923
"FSL1377","IPCAS8","F","N","S","N","A","P",13,2,26,117,0.956730769230769
"FSL2372","IPCAS8","F","N","S","N","A","L",13,2,26,117,0.826923076923077
"FSL568","IPCAS8","F","N","S","N","C","N",13,2,26,201,0.884615384615385
"FSL1378","IPCAS8","F","N","S","N","C","P",13,2,26,201,0.958333333333333
"FSL2373","IPCAS8","F","N","S","N","C","L",13,2,26,201,0.83974358974359
"FSL569","IPCAS8","F","N","S","N","D","N",13,2,26,71,0.810897435897436
"FSL1379","IPCAS8","F","N","S","N","D","P",13,2,26,71,0.96474358974359
"FSL2374","IPCAS8","F","N","S","N","D","L",13,2,26,71,0.762820512820513
